type,price,beds,bath,propertysqft,state,administrative_area_level_2,locality,sublocality,street_name,latitude,longitude,dist_to_center_km,geo_cluster,density_listings_per_km2
Land for sale,2500000,3,2.3738608579684373,2184.207862,"Brooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.578639,-73.965449,15.305327715267866,15,18.101642317847244
House for sale,550000,3,2.0,2184.207862,"Howard Beach, NY 11414",United States,New York,Queens County,Queens,40.6628113,-73.8453503,14.641519189820679,1,12.794856591869246
House for sale,1049000,4,3.0,2184.207862,"Fresh Meadows, NY 11365",United States,New York,Queens County,Queens,40.7332846,-73.7904626,18.30594932847899,10,4.269436391225827
Multi-family home for sale,769000,2,2.0,2184.207862,"Richmond Hill South, NY 11419",United States,New York,Queens County,Queens,40.6868333,-73.8309133,15.039752346582294,10,3.1996738383006624
House for sale,499000,3,2.0,1024.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5757598,-74.0943577,16.964001786350174,2,6.3888149357107915
Condo for sale,459000,1,1.0,548.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40.5786264,-73.9626111,15.361982623952834,15,18.101642317847244
Contingent,595000,3,1.0,2184.207862,"New York, NY 10014",New York,New York County,New York,Manhattan,40.7329291,-74.0027905,2.2545394698162338,12,23.481900151712175
Multi-family home for sale,1249000,5,3.0,1548.0,"Brooklyn, NY 11223",United States,New York,Kings County,Brooklyn,40.5946329,-73.9779295,13.351275367512017,15,4.260483765599728
House for sale,390000,2,1.0,586.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.574103,-74.0931668,17.086229738328576,2,6.3888149357107915
Co-op for sale,399000,1,1.0,681.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,40.6351164,-74.0311609,8.894838231394193,19,18.117899722098507
House for sale,479000,4,2.0,1800.0,"Springfield Gardens, NY 11413",United States,New York,Queens County,Queens,40.6714818,-73.7606794,21.18729088855159,10,1.0663979574782756
Condo for sale,1899000,3,2.0,1900.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40.5763957,-73.9575654,15.708337764015019,15,5.3240124464188865
House for sale,270000,4,2.0,2000.0,"Bronx, NY 10458",United States,New York,Bronx County,The Bronx,40.8550515,-73.8852304,18.80397318008023,3,3.207870325771196
House for sale,460000,3,3.0,2256.0,"Brooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.641648,-73.9064568,11.535268733582214,11,3.1977554226558347
Townhouse for sale,2050000,5,4.0,3000.0,"Brooklyn, NY 11225",United States,New York,Kings County,Brooklyn,40.6586603,-73.9595973,7.179821500813157,5,2.1321564431654116
Condo for sale,1595000,3,3.0,1413.0,"Brooklyn, NY 11221",United States,New York,Kings County,Brooklyn,40.6915139,-73.935444,6.401391428359406,8,6.400308091405469
Co-op for sale,1890000,2,2.0,2184.207862,"New York, NY 10021",New York,New York County,New York,Manhattan,40.7716485,-73.9646206,7.414341306570819,0,17.088023555957886
House for sale,874999,3,2.0,2868.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5771798,-74.119431,17.860692287478507,17,5.32401244642566
Co-op for sale,1495000,3,1.0,2184.207862,"Brooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,40.670754,-73.981349,5.1164509205755255,5,7.464785702347929
Condo for sale,699000,2,2.0,1519.0,"Manhattan, NY 10030",New York,New York County,New York,Manhattan,40.8163359,-73.9434447,12.660857867215709,14,12.82374169822746
Co-op for sale,419000,3,2.3738608579684373,2184.207862,"Brooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,40.6278433,-73.9564523,10.329740036546871,15,5.327996102139243
Condo for sale,548000,1,1.0,950.0,"Flushing, NY 11354",New York,Queens County,Queens,Flushing,40.7626705,-73.8191386,16.691704825284837,7,9.610566816251017
Condo for sale,950000,3,2.0,1401.0,"Brooklyn, NY 11223",New York,Kings County,Brooklyn,Gravesend,40.6050673,-73.9776246,12.216127850248839,15,11.718083163413901
Foreclosure,249900,2,2.0,800.0,"Staten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6189484,-74.1071576,13.47969705238993,2,6.3926382834615625
Condo for sale,674999,3,1.0,1299.0,"Staten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,40.6403656,-74.0737574,9.875345267105176,2,6.395510845319805
Co-op for sale,230000,2,1.0,800.0,"Bronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,40.9117719,-73.9024392,23.779451851041358,9,3.210779997298391
Townhouse for sale,2695000,3,2.0,1950.0,"Brooklyn, NY 11211",United States,New York,Kings County,Brooklyn,40.7135237,-73.942354,5.364952401456485,8,6.402230371331548
Condo for sale,2100000,3,3.0,1638.0,"Manhattan, NY 10022",New York,New York County,New York,Manhattan,40.7585686,-73.9669708,6.059221493273892,0,30.96272357739211
Pending,1380000,6,4.0,2184.207862,"Flushing, NY 11355",United States,New York,Queens County,Queens,40.7416665,-73.8173924,16.214155778382118,6,4.270078280748115
House for sale,1290000,3,2.0,2905.0,"Bronx, NY 10471",United States,New York,Bronx County,The Bronx,40.8964834,-73.899354,22.310087855726582,9,4.279745505785122
Condo for sale,649000,3,2.3738608579684373,2184.207862,"New York, NY 10022",United States,New York,New York County,New York,40.761661,-73.9653315,6.4233405655065505,0,32.03522272087748
House for sale,669000,3,2.0,2191.0,"Staten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.6136236,-74.1305336,15.22992964077561,13,6.392638283469693
Condo for sale,460000,1,1.0,518.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.5869759,-73.9514442,14.72861706777954,15,6.38977005188682
Co-op for sale,120000,2,1.0,600.0,"Bronx, NY 10458",New York,Bronx County,The Bronx,West Bronx,40.8683656,-73.8832093,20.151528974443426,9,5.347257767445488
Townhouse for sale,2545000,6,2.0,3277.0,"Brooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6065609,-73.906028,14.514324214181144,11,5.326401437908634
Co-op for sale,299000,2,1.0,2184.207862,"Flushing, NY 11358",New York,Queens County,Queens,Flushing,40.7626299,-73.78916,19.091172596952216,7,8.542726058889793
Co-op for sale,625000,1,1.0,650.0,"New York, NY 10010",New York,New York County,New York,Manhattan,40.7395218,-73.9802307,3.6802600885542063,12,23.481900151712175
House for sale,319000,3,1.0,2184.207862,"Staten Island, NY 10302",United States,New York,Richmond County,Staten Island,40.6242127,-74.1357292,14.722327419934944,13,3.1967976612876123
Co-op for sale,311000,1,1.0,780.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40.5756277,-73.9667833,15.607639716826512,15,18.101642317847244
House for sale,1180000,4,3.0,2184.207862,"Fresh Meadows, NY 11366",United States,New York,Queens County,Queens,40.7335974,-73.7788656,19.280131629985885,10,4.269436391225827
Co-op for sale,219000,1,1.0,2184.207862,"Little Neck, NY 11362",New York,Queens County,Queens,Little Neck,40.7657774,-73.7254213,24.361981552960305,4,3.2035222720877474
Multi-family home for sale,1849000,6,3.0,3001.0,"Brooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.6648195,-73.9891783,5.520502322983202,5,7.463666345247566
Condo for sale,2795000,3,3.0,1689.0,"Manhattan, NY 10019",New York,New York County,New York,Manhattan,40.7715251,-73.9895943,6.674612360545195,0,25.632035333904224
House for sale,799000,3,2.0,2184.207862,"Brooklyn, NY 11210",United States,New York,Kings County,Brooklyn,40.6146692,-73.9515915,11.837436257796393,15,8.523517711282084
Co-op for sale,369888,2,2.0,2184.207862,"Rego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.726843,-73.85458,12.856210428812728,6,23.47837153564492
House for sale,1250000,4,3.0,2184.207862,"Flushing, NY 11358",United States,New York,Queens County,Queens,40.7684367,-73.7969886,18.664207619984076,7,4.27136302945033
Multi-family home for sale,1350888,4,3.0,2184.207862,"Middle Village, NY 11379",United States,New York,Queens County,Queens,40.7197495,-73.888525,9.930927203619799,18,6.402230371323403
Co-op for sale,2250000,3,2.0,2000.0,"Brooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.665708,-73.976288,5.804795006570856,5,4.264952197289749
Co-op for sale,500000,3,2.0,1200.0,"Queens, NY 11374",United States,New York,Queens County,Queens,40.7329909,-73.8586242,12.62092380083806,6,26.68397744512747
House for sale,428000,3,3.0,2184.207862,"Brooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6274951,-73.915694,12.164789477386329,11,6.393595322575225
Co-op for sale,438000,2,1.0,2184.207862,"Elmhurst, NY 11373",New York,Queens County,Queens,Flushing,40.743059,-73.880983,11.058885524689323,18,13.877754412431374
Condo for sale,1395000,3,2.0,1494.0,"Manhattan, NY 10005",New York,New York County,New York,Manhattan,40.705216,-74.0085311,0.8698717307052659,12,13.86941614403381
Co-op for sale,300000,2,1.0,800.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Gravesend,40.5860215,-73.9668364,14.479161067322707,15,9.584655077842422
Condo for sale,620000,1,1.0,430.0,"Manhattan, NY 10023",New York,New York County,New York,Manhattan,40.7774399,-73.9793101,7.531115621367606,0,9.612013250226312
House for sale,450000,4,3.0,2184.207862,"Bronx, NY 10466",United States,New York,Bronx County,The Bronx,40.8904909,-73.8606171,23.24092471754424,3,8.559491011570245
House for sale,999000,4,2.0,2184.207862,"Flushing, NY 11367",United States,New York,Queens County,Queens,40.7243644,-73.8198856,15.737835956593685,10,6.4031922369940695
Condo for sale,540000,3,1.0,509.0,"New York, NY 10016",New York,New York County,New York,Manhattan,40.7478487,-73.9775903,4.573742050962386,12,34.16062624602838
Pending,1150000,2,2.0,2184.207862,"New York, NY 10016",New York,New York County,New York,Manhattan,40.74958,-73.9790355,4.67850111482325,0,34.16062624602838
Multi-family home for sale,1690000,6,4.0,2200.0,"Briarwood, NY 11435",United States,New York,Queens County,Queens,40.710749,-73.809486,16.564926981554866,10,3.201115185665774
House for sale,799000,3,2.0,864.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5593089,-74.1264964,19.86654746607271,17,3.193453071602994
Multi-family home for sale,1380000,5,3.0,2184.207862,"East Elmhurst, NY 11369",United States,New York,Queens County,Queens,40.7600366,-73.8692081,12.665796912713132,18,5.339203786812912
Condo for sale,760000,1,1.0,700.0,"New York, NY 10065",New York,New York County,New York,Manhattan,40.7636004,-73.9583523,6.929943336254151,0,19.221133632502035
Condo for sale,2649000,3,3.0,1500.0,"Manhattan, NY 10016",New York,New York County,New York,Manhattan,40.7473345,-73.9848617,4.233046326145411,12,12.810234842244345
Condo for sale,2600000,3,2.0,1729.0,"New York, NY 10003",New York,New York County,New York,Manhattan,40.733031,-73.9850368,2.8603397544093125,12,23.481900151712175
Co-op for sale,1295000,2,2.0,2100.0,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,Brooklyn Heights,40.702334,-73.9937463,1.5560190393534514,12,3.200634494781105
Co-op for sale,259000,3,1.0,590.0,"Jackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,40.7510999,-73.89118,10.57063295976624,18,4.270720493433394
Multi-family home for sale,749999,6,3.0,3150.0,"Bronx, NY 10462",United States,New York,Bronx County,The Bronx,40.8453955,-73.868163,18.763866799243416,3,5.345643724959343
House for sale,520000,3,2.3738608579684373,1705.0,"Bronx, NY 10457",United States,New York,Bronx County,The Bronx,40.8536129,-73.8933593,18.305914672813365,9,2.138580217183518
Multi-family home for sale,890000,5,2.0,2144.0,"Staten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.5960203,-74.0673498,13.978670506381498,2,6.390725648399593
Multi-family home for sale,1290000,3,2.0,2184.207862,"Flushing, NY 11358",United States,New York,Queens County,Queens,40.7554032,-73.7924388,18.60729287136566,7,5.338400616791743
House for sale,639000,4,2.0,1856.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5774962,-74.1181004,17.770983909476183,17,5.32401244642566
House for sale,728000,2,1.0,1440.0,"Flushing, NY 11358",United States,New York,Queens County,Queens,40.7731565,-73.8027586,18.39067663416375,7,4.272005888989471
House for sale,874900,3,4.0,1500.0,"Staten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5891334,-74.1468153,18.17188446790375,17,3.1948850259474737
House for sale,730000,4,3.0,1648.0,"Saint Albans, NY 11412",United States,New York,Queens County,Queens,40.6987,-73.761794,20.644600416825995,4,2.1334360304684896
House for sale,1425000,5,4.0,2184.207862,"Flushing, NY 11367",United States,New York,Queens County,Queens,40.7399679,-73.826261,15.444465655704223,6,8.538872782451653
Condo for sale,699000,3,2.0,1290.0,"Elmhurst, NY 11373",New York,Queens County,Queens,Elmhurst,40.7402182,-73.8844499,10.686801408653366,18,13.877754412431374
Co-op for sale,545000,1,1.0,1050.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,40.617623,-74.038637,10.935360713860835,19,21.30879427820521
House for sale,650000,3,2.0,2184.207862,"Staten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.6071254,-74.0925892,13.83551289472115,2,5.326401437915409
Multi-family home for sale,1590000,5,4.0,2880.0,"Jackson Heights, NY 11372",United States,New York,Queens County,Queens,40.7533323,-73.8951855,10.367962143857392,18,4.270720493433394
Co-op for sale,488888,2,2.0,2184.207862,"Flushing, NY 11355",New York,Queens County,Queens,Flushing,40.7560103,-73.8249483,15.993694647519508,7,16.01520185037523
Co-op for sale,309000,2,1.0,2184.207862,"Bronx, NY 10471",New York,Bronx County,The Bronx,Riverdale,40.890384,-73.9117878,21.279293216755182,9,4.279745505785122
Condo for sale,849000,2,2.0,937.0,"Brooklyn, NY 11230",New York,Kings County,Brooklyn,Kensington,40.6305676,-73.9713098,9.600480696602139,5,6.394552843101725
Multi-family home for sale,1089000,4,3.0,2184.207862,"Hollis, NY 11423",United States,New York,Queens County,Queens,40.7099505,-73.7626558,20.513049877848882,4,3.200634494777033
House for sale,579000,4,2.0,2184.207862,"Bronx, NY 10465",United States,New York,Bronx County,The Bronx,40.8454504,-73.81776,21.651422732449124,3,3.2073862349715254
Co-op for sale,339000,1,1.0,2184.207862,"Astoria, NY 11105",New York,Queens County,Queens,Astoria,40.7755886,-73.9082717,10.794874270744224,18,11.748016194706103
Co-op for sale,860000,3,2.0,1118.0,"New York, NY 10039",New York,New York County,New York,Manhattan,40.822922,-73.9426429,13.356995578079205,14,5.344031307510183
House for sale,1649000,4,3.0,1452.0,"Brooklyn, NY 11237",United States,New York,Kings County,Brooklyn,40.7039659,-73.9210676,7.2260473722848895,8,3.200634494781105
Co-op for sale,220000,1,1.0,500.0,"Brooklyn, NY 11213",New York,Kings County,Brooklyn,Crown Heights,40.6699448,-73.9429395,7.139725379588604,8,4.264952197289749
House for sale,299000,1,1.0,608.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5638362,-74.0989788,18.328074421995606,17,2.129286766525886
House for sale,699900,5,1.0,1827.0,"Woodhaven, NY 11421",United States,New York,Queens County,Queens,40.6917678,-73.8540537,13.020507396740326,1,4.266872060936979
Co-op for sale,699000,1,1.0,2184.207862,"New York, NY 10003",New York,New York County,New York,Manhattan,40.729738,-73.9861097,2.521316322682056,12,5.335993530828391
Condo for sale,189000,2,2.0,966.0,"Staten Island, NY 10305",New York,Richmond County,Staten Island,Shore Acres,40.6109595,-74.060351,12.216949713035854,2,6.392638283469693
Co-op for sale,1296000,2,2.0,1200.0,"New York, NY 10075",New York,New York County,New York,Manhattan,40.7709564,-73.9487946,8.06505817759151,0,25.63203533393683
Contingent,835000,5,2.0,2050.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5582716,-74.1160817,19.532869095237178,17,3.1934530716070566
Condo for sale,1999999,4,3.0,2729.0,"New York, NY 10005",New York,New York County,New York,Manhattan,40.7069134,-74.0085778,0.6896810716704105,12,13.86941614403381
